ID,Severity,Start_Time,End_Time,Distance(mi),Start_Lat,Start_Lng,City,County,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition
A-7669314,2,2017-10-09 06:40:53,2017-10-09 12:40:53,1.12,29.68782,-95.55778,Houston,Harris,75.0,96.0,9.0,4.6,0.0,Clear
A-7669321,2,2017-10-09 08:17:38,2017-10-09 14:17:38,0.272,29.68686,-95.37874,Houston,Harris,78.8,89.0,8.0,3.5,0.0,Clear
A-7669323,2,2017-10-09 08:41:38,2017-10-09 14:41:38,0.291,29.80831,-95.32977,Houston,Harris,78.8,89.0,9.0,4.6,0.0,Clear
A-7669324,2,2017-10-09 08:35:38,2017-10-09 14:35:38,0.531,29.67769,-95.2697,Houston,Harris,82.0,82.0,10.0,5.8,0.0,Partly Cloudy
A-7669325,2,2017-10-09 09:13:53,2017-10-09 15:13:53,0.326,29.81405,-95.36061,Houston,Harris,82.4,79.0,10.0,0.0,0.0,Clear
A-7669327,2,2017-10-09 11:16:53,2017-10-09 17:16:53,0.284,29.80442,-95.29,Houston,Harris,87.8,62.0,10.0,11.5,0.0,Scattered Clouds
A-7669330,2,2017-10-09 13:02:38,2017-10-09 19:02:38,0.247,29.72991,-95.44733,Houston,Harris,91.4,52.0,10.0,6.9,0.0,Scattered Clouds
A-7669333,2,2017-10-09 13:28:53,2017-10-09 19:28:53,0.268,29.63144,-95.38728,Houston,Harris,91.4,49.0,10.0,0.0,0.0,Partly Cloudy
A-7669341,2,2017-10-09 15:51:24,2017-10-09 21:51:24,0.295,29.66674,-95.55198,Houston,Harris,93.2,49.0,10.0,4.6,0.0,Scattered Clouds
A-7669343,2,2017-10-09 17:26:39,2017-10-09 23:26:39,0.266,29.77112,-95.33108,Houston,Harris,91.4,52.0,10.0,11.5,0.0,Scattered Clouds
A-7669344,2,2017-10-09 17:43:09,2017-10-09 23:43:09,0.8109999999999999,29.67927,-95.44094,Houston,Harris,91.4,52.0,10.0,11.5,0.0,Scattered Clouds
A-7669348,3,2017-10-09 18:26:39,2017-10-10 00:26:39,0.0,29.725993,-95.476792,Houston,Harris,87.8,62.0,9.0,9.2,0.0,Clear
A-7669349,3,2017-10-09 18:26:39,2017-10-10 00:26:39,0.088,29.7993,-95.33963,Houston,Harris,87.8,62.0,9.0,9.2,0.0,Clear
A-7669350,3,2017-10-09 18:32:38,2017-10-10 00:32:38,0.0,29.663337,-95.556383,Houston,Harris,87.8,62.0,9.0,9.2,0.0,Clear
A-7669762,2,2017-10-10 05:52:52,2017-10-10 11:52:52,0.981,29.88732000000001,-95.41219,Houston,Harris,75.9,94.0,6.0,3.5,0.0,Partly Cloudy
A-7669767,2,2017-10-10 06:46:54,2017-10-10 12:46:54,0.34,29.66917,-95.2622,Houston,Harris,79.0,88.0,8.0,5.8,0.0,Partly Cloudy
A-7669770,2,2017-10-10 06:57:22,2017-10-10 12:57:22,0.55,29.81405,-95.36095,Houston,Harris,77.0,94.0,5.0,6.9,0.0,Partly Cloudy
A-7669772,2,2017-10-10 07:07:54,2017-10-10 13:07:54,0.251,29.62416,-95.17833,Houston,Harris,79.0,88.0,8.0,5.8,0.0,Partly Cloudy
A-7669778,2,2017-10-10 09:30:22,2017-10-10 15:30:22,1.02,29.78476,-95.66375,Houston,Harris,73.9,68.0,10.0,16.1,0.0,Overcast
A-7669786,2,2017-10-10 14:46:09,2017-10-10 20:46:09,0.0,29.758011,-95.374752,Houston,Harris,77.0,54.0,10.0,12.7,0.0,Mostly Cloudy
A-7669791,2,2017-10-10 16:37:12,2017-10-10 22:37:12,0.329,29.787340000000004,-95.56344,Houston,Harris,75.2,57.0,10.0,12.7,0.0,Scattered Clouds
A-7669792,2,2017-10-10 16:37:12,2017-10-10 22:37:12,0.631,29.796470000000006,-95.56363,Houston,Harris,75.2,57.0,10.0,12.7,0.0,Scattered Clouds
A-7669793,2,2017-10-10 16:37:12,2017-10-10 22:37:12,0.184,29.78408,-95.55943,Houston,Harris,75.2,57.0,10.0,12.7,0.0,Scattered Clouds
A-7669796,2,2017-10-10 18:04:10,2017-10-11 00:04:10,0.117,29.71719,-95.55701,Houston,Harris,77.0,54.0,10.0,5.8,0.0,Scattered Clouds
A-7669797,2,2017-10-10 18:04:10,2017-10-11 00:04:10,0.38,29.71824,-95.55549,Houston,Harris,77.0,54.0,10.0,5.8,0.0,Scattered Clouds
A-7669798,2,2017-10-10 18:04:10,2017-10-11 00:04:10,0.1669999999999999,29.71478,-95.55728,Houston,Harris,75.9,56.0,10.0,10.4,0.0,Overcast
A-7669802,3,2017-10-10 19:49:09,2017-10-11 01:49:09,0.82,29.92887,-95.41205,Houston,Harris,73.9,62.0,10.0,12.7,0.0,Mostly Cloudy
A-7670291,2,2017-10-11 00:46:07,2017-10-11 06:46:07,0.31,29.939428000000003,-95.519608,Houston,Harris,66.9,63.0,10.0,10.4,0.0,Mostly Cloudy
A-7670295,2,2017-10-11 06:07:07,2017-10-11 12:07:07,0.7170000000000001,29.59192,-95.38624,Houston,Harris,64.4,64.0,10.0,10.4,0.0,Scattered Clouds
A-7670296,2,2017-10-11 06:09:22,2017-10-11 12:09:22,0.417,29.72693,-95.46451,Houston,Harris,64.4,64.0,10.0,10.4,0.0,Scattered Clouds
A-7670297,2,2017-10-11 06:09:22,2017-10-11 12:09:22,0.093,29.726540000000004,-95.46599,Houston,Harris,64.4,64.0,10.0,10.4,0.0,Scattered Clouds
A-7670298,2,2017-10-11 06:09:22,2017-10-11 12:09:22,0.177,29.73136,-95.4598,Houston,Harris,64.4,64.0,10.0,10.4,0.0,Scattered Clouds
A-7670303,2,2017-10-11 06:55:09,2017-10-11 12:55:09,0.35,29.600140000000003,-95.33236,Houston,Harris,66.9,59.0,10.0,11.5,0.0,Scattered Clouds
A-7670305,3,2017-10-11 07:09:22,2017-10-11 13:09:22,1.082,29.58921,-95.18701,Houston,Harris,66.9,59.0,10.0,11.5,0.0,Scattered Clouds
A-7670306,4,2017-10-11 07:45:22,2017-10-11 13:45:22,1.122,29.893790000000006,-95.58945,Houston,Harris,61.0,70.0,10.0,6.9,0.0,Clear
A-7670310,3,2017-10-11 08:01:55,2017-10-11 14:01:55,0.6970000000000001,29.823347,-95.33555,Houston,Harris,62.1,75.0,10.0,9.2,0.0,Partly Cloudy
A-7670317,3,2017-10-11 09:41:39,2017-10-11 15:41:39,0.287,29.79,-95.3719,Houston,Harris,66.2,60.0,10.0,12.7,0.0,Clear
A-7670322,3,2017-10-11 12:04:08,2017-10-11 18:04:08,0.847,29.69173,-95.28362,Houston,Harris,75.9,48.0,10.0,10.4,0.0,Clear
A-7670326,2,2017-10-11 13:25:08,2017-10-11 19:25:08,0.155,29.800451,-95.3399,Houston,Harris,78.8,42.0,10.0,9.2,0.0,Clear
A-7670337,3,2017-10-11 15:21:22,2017-10-11 21:21:22,0.013,29.74078,-95.45813,Houston,Harris,82.4,39.0,10.0,4.6,0.0,Clear
A-7670340,2,2017-10-11 17:27:22,2017-10-11 23:27:22,0.762,29.7844,-95.57326,Houston,Harris,81.0,42.0,10.0,5.8,0.0,Clear
A-7670839,3,2017-10-12 05:50:37,2017-10-12 11:50:37,0.838,29.80448,-95.29577,Houston,Harris,69.8,64.0,10.0,0.0,0.0,Clear
A-7670840,2,2017-10-12 06:01:52,2017-10-12 12:01:52,0.69,29.6966,-95.31552,Houston,Harris,70.0,71.0,10.0,3.5,0.0,Clear
A-7670841,2,2017-10-12 06:19:07,2017-10-12 12:19:07,0.708,29.60942,-95.38658,Houston,Harris,69.8,64.0,10.0,0.0,0.0,Clear
A-7670842,3,2017-10-12 06:38:38,2017-10-12 12:38:38,0.6609999999999999,29.73185800000001,-95.266369,Houston,Harris,70.0,71.0,10.0,4.6,0.0,Clear
A-7670844,2,2017-10-12 07:07:09,2017-10-12 13:07:09,0.754,29.78476,-95.66375,Houston,Harris,64.0,90.0,10.0,3.5,0.0,Clear
A-7670851,2,2017-10-12 07:52:09,2017-10-12 13:52:09,0.521,29.60038,-95.31448,Houston,Harris,71.1,70.0,10.0,4.6,0.0,Clear
A-7670853,2,2017-10-12 10:00:24,2017-10-12 16:00:24,0.5870000000000001,29.76645,-95.34765,Houston,Harris,77.0,57.0,9.0,0.0,0.0,Clear
A-7670855,4,2017-10-12 10:49:09,2017-10-12 16:49:09,0.307,29.76695,-95.34741,Houston,Harris,82.4,51.0,9.0,0.0,0.0,Clear
A-7670856,4,2017-10-12 10:49:09,2017-10-12 16:49:09,0.255,29.77001,-95.34979,Houston,Harris,82.4,51.0,9.0,0.0,0.0,Clear
A-7670874,3,2017-10-12 16:24:28,2017-10-12 22:24:28,0.182,29.70176,-95.37461,Houston,Harris,93.2,41.0,9.0,0.0,0.0,Clear
A-7670875,2,2017-10-12 16:49:52,2017-10-12 22:49:52,0.586,29.66502,-95.56005,Houston,Harris,91.0,48.0,10.0,3.5,0.0,Partly Cloudy
A-7670876,2,2017-10-12 16:49:52,2017-10-12 22:49:52,0.248,29.6686,-95.56027,Houston,Harris,91.0,48.0,10.0,3.5,0.0,Partly Cloudy
A-7670882,2,2017-10-12 17:16:52,2017-10-12 23:16:52,0.687,29.67669,-95.38158,Houston,Harris,89.6,49.0,9.0,6.9,0.0,Overcast
A-7670883,3,2017-10-12 17:30:27,2017-10-12 23:30:27,0.687,29.67669,-95.38158,Houston,Harris,87.8,49.0,9.0,0.0,0.0,Overcast
A-7671337,3,2017-10-13 01:19:52,2017-10-13 07:19:52,0.57,29.7329,-95.45993,Houston,Harris,77.0,89.0,6.0,0.0,0.0,Clear
A-7671338,2,2017-10-13 05:21:22,2017-10-13 11:21:22,0.85,29.823347,-95.33555,Houston,Harris,71.1,100.0,7.0,3.5,0.0,Clear
A-7671343,2,2017-10-13 11:55:09,2017-10-13 17:55:09,0.624,29.68424000000001,-95.27658,Houston,Harris,87.1,61.0,10.0,3.5,0.0,Scattered Clouds
A-7671346,2,2017-10-13 12:19:09,2017-10-13 18:19:09,0.349,29.78411,-95.56745,Houston,Harris,88.0,61.0,10.0,5.8,0.0,Partly Cloudy
A-7671347,2,2017-10-13 12:19:09,2017-10-13 18:19:09,0.349,29.7844,-95.57326,Houston,Harris,88.0,61.0,10.0,5.8,0.0,Partly Cloudy
A-7671348,2,2017-10-13 12:19:09,2017-10-13 18:19:09,0.209,29.78716,-95.56282,Houston,Harris,87.8,55.0,9.0,0.0,0.0,Mostly Cloudy
A-7671349,3,2017-10-13 12:40:09,2017-10-13 18:40:09,0.356,29.812790000000003,-95.40872,Houston,Harris,87.8,58.0,9.0,0.0,0.0,Scattered Clouds
A-7671351,3,2017-10-13 13:31:09,2017-10-13 19:31:09,0.3720000000000001,29.89631,-95.41237,Houston,Harris,90.0,52.0,10.0,4.6,0.0,Scattered Clouds
A-7671353,3,2017-10-13 15:17:38,2017-10-13 21:17:38,0.545,29.77746,-95.42557,Houston,Harris,93.2,44.0,10.0,0.0,0.0,Scattered Clouds
A-7671355,2,2017-10-13 15:22:11,2017-10-13 21:22:11,0.6729999999999999,29.70035,-95.55707,Houston,Harris,89.1,50.0,10.0,3.5,0.0,Partly Cloudy
A-7671356,3,2017-10-13 15:27:22,2017-10-13 21:27:22,0.851,30.008609000000003,-95.58785,Houston,Harris,91.9,45.0,10.0,0.0,0.0,Clear
A-7671359,2,2017-10-13 16:33:27,2017-10-13 22:33:27,0.568,29.76548,-95.45602,Houston,Harris,93.2,44.0,10.0,0.0,0.0,Mostly Cloudy
A-7671360,3,2017-10-13 16:46:58,2017-10-13 22:46:58,0.381,29.806690000000003,-95.37315,Houston,Harris,93.2,41.0,10.0,10.4,0.0,Partly Cloudy
A-7671366,2,2017-10-13 19:56:37,2017-10-14 01:56:37,0.122,29.831519,-95.382873,Houston,Harris,84.2,62.0,10.0,6.9,0.0,Clear
A-7671367,2,2017-10-13 20:46:07,2017-10-14 02:46:07,0.346,29.872893,-95.409732,Houston,Harris,81.0,77.0,10.0,8.1,0.0,Partly Cloudy
A-7671368,2,2017-10-13 20:46:07,2017-10-14 02:46:07,0.7809999999999999,29.73044,-95.42029,Houston,Harris,82.4,70.0,10.0,9.2,0.0,Clear
A-7671369,2,2017-10-13 20:52:07,2017-10-14 02:52:07,0.733,29.65218,-95.38712,Houston,Harris,82.4,70.0,10.0,9.2,0.0,Clear
A-7671587,3,2017-10-14 04:31:07,2017-10-14 10:31:07,0.919,29.68045,-95.38746,Houston,Harris,77.0,94.0,4.0,4.6,0.0,Clear
A-7671588,3,2017-10-14 13:02:38,2017-10-14 19:02:38,0.0,29.736995,-95.368912,Houston,Harris,89.6,55.0,10.0,9.2,0.0,Scattered Clouds
A-7671592,3,2017-10-14 18:33:22,2017-10-15 00:33:22,0.759,29.66305,-95.38588,Houston,Harris,84.2,66.0,10.0,12.7,0.0,Clear
A-7671662,3,2017-10-15 00:30:22,2017-10-15 06:30:22,1.44,29.71528,-95.50101,Houston,Harris,77.0,83.0,10.0,4.6,0.0,Clear
A-7671664,4,2017-10-15 04:03:22,2017-10-15 10:03:22,0.6859999999999999,29.7302,-95.45506,Houston,Harris,77.0,83.0,10.0,0.0,0.0,Clear
A-7671996,2,2017-10-16 05:54:22,2017-10-16 11:54:22,1.06,29.6686,-95.56027,Houston,Harris,63.0,56.0,10.0,13.8,0.0,Partly Cloudy
A-7672004,2,2017-10-16 07:35:37,2017-10-16 13:35:37,0.251,29.62416,-95.17833,Houston,Harris,64.0,56.0,10.0,15.0,0.0,Partly Cloudy
A-7672005,2,2017-10-16 07:43:09,2017-10-16 13:43:09,0.981,29.88732000000001,-95.41219,Houston,Harris,59.0,69.0,10.0,10.4,0.0,Partly Cloudy
A-7672010,3,2017-10-16 08:28:09,2017-10-16 14:28:09,0.36,29.80355,-95.28137,Houston,Harris,60.8,59.0,10.0,12.7,0.0,Clear
A-7672016,3,2017-10-16 09:54:23,2017-10-16 15:54:23,0.862,29.72874,-95.44119,Houston,Harris,64.4,49.0,10.0,16.1,0.0,Clear
A-7672018,2,2017-10-16 10:31:08,2017-10-16 16:31:08,0.7929999999999999,29.62141,-95.51025,Houston,Harris,67.1,50.0,10.0,18.4,0.0,Clear
A-7672019,3,2017-10-16 10:58:08,2017-10-16 16:58:08,0.787,29.857540000000004,-95.40148,Houston,Harris,69.1,44.0,10.0,20.7,0.0,Partly Cloudy
A-7672023,3,2017-10-16 12:24:22,2017-10-16 18:24:22,0.474,29.749321,-95.45621,Houston,Harris,69.8,38.0,10.0,12.7,0.0,Clear
A-7672024,2,2017-10-16 12:24:22,2017-10-16 18:24:22,0.72,29.769140000000004,-95.33667,Houston,Harris,69.8,38.0,10.0,12.7,0.0,Clear
A-7672025,3,2017-10-16 12:55:53,2017-10-16 18:55:53,0.735,29.67367,-95.38185,Houston,Harris,71.6,33.0,10.0,18.4,0.0,Clear
A-7672026,2,2017-10-16 13:16:08,2017-10-16 19:16:08,0.332,29.75869,-95.37432,Houston,Harris,73.4,31.0,10.0,15.0,0.0,Clear
A-7672028,3,2017-10-16 13:34:53,2017-10-16 19:34:53,0.063,29.67926,-95.44198,Houston,Harris,73.4,31.0,10.0,12.7,0.0,Clear
A-7672030,2,2017-10-16 14:21:22,2017-10-16 20:21:22,0.214,29.81395,-95.369416,Houston,Harris,75.2,31.0,10.0,15.0,0.0,Clear
A-7672031,2,2017-10-16 14:23:37,2017-10-16 20:23:37,0.359,29.723421,-95.460191,Houston,Harris,75.2,31.0,10.0,15.0,0.0,Clear
A-7672032,3,2017-10-16 14:26:37,2017-10-16 20:26:37,1.521,29.9139,-95.55615,Houston,Harris,75.0,37.0,10.0,9.2,0.0,Clear
A-7672044,2,2017-10-16 17:04:07,2017-10-16 23:04:07,0.0,29.717763,-95.557258,Houston,Harris,75.2,29.0,10.0,15.0,0.0,Clear
A-7672045,3,2017-10-16 17:08:41,2017-10-16 23:08:41,0.813,29.81318,-95.33532,Houston,Harris,75.2,29.0,10.0,15.0,0.0,Clear
A-7672050,3,2017-10-16 17:57:25,2017-10-16 23:57:25,0.813,29.81318,-95.33532,Houston,Harris,75.2,31.0,10.0,8.1,0.0,Clear
A-7672061,3,2017-10-16 20:55:52,2017-10-17 02:55:52,0.8240000000000001,29.87327,-95.40984,Houston,Harris,64.0,60.0,10.0,3.5,0.0,Partly Cloudy
A-7672062,3,2017-10-16 20:55:52,2017-10-17 02:55:52,0.922,29.873687,-95.409953,Houston,Harris,64.0,60.0,10.0,3.5,0.0,Partly Cloudy
A-7672067,3,2017-10-16 23:46:07,2017-10-17 05:46:07,0.975,29.9466,-95.41623,Houston,Harris,57.0,74.0,10.0,0.0,0.0,Clear
A-7672561,3,2017-10-17 04:33:22,2017-10-17 10:33:22,0.782,29.951590000000003,-95.41762,Houston,Harris,53.1,80.0,10.0,3.5,0.0,Clear
A-7672563,2,2017-10-17 05:35:37,2017-10-17 11:35:37,0.787,29.857540000000004,-95.40148,Houston,Harris,53.1,77.0,10.0,3.5,0.0,Clear
A-7672566,2,2017-10-17 06:52:54,2017-10-17 12:52:54,0.69,29.60023,-95.3345,Houston,Harris,57.0,62.0,10.0,9.2,0.0,Clear
A-7672574,3,2017-10-17 10:10:08,2017-10-17 16:10:08,0.847,29.69173,-95.28362,Houston,Harris,64.9,50.0,10.0,10.4,0.0,Clear
A-7672579,3,2017-10-17 12:13:08,2017-10-17 18:13:08,0.568,29.76548,-95.45602,Houston,Harris,71.6,33.0,10.0,0.0,0.0,Clear
A-7672583,2,2017-10-17 14:18:24,2017-10-17 20:18:24,0.8079999999999999,29.687384,-95.4591,Houston,Harris,75.2,27.0,9.0,0.0,0.0,Clear
A-7672585,2,2017-10-17 15:07:09,2017-10-17 21:07:09,1.154,29.77378,-95.36763,Houston,Harris,77.0,26.0,10.0,0.0,0.0,Clear
A-7672586,2,2017-10-17 15:55:09,2017-10-17 21:55:09,0.687,29.67669,-95.38158,Houston,Harris,78.8,24.0,10.0,0.0,0.0,Clear
A-7672591,2,2017-10-17 17:06:26,2017-10-17 23:06:26,0.8140000000000001,29.71478,-95.55728,Houston,Harris,80.1,25.0,10.0,6.9,0.0,Clear
A-7672595,2,2017-10-17 18:34:52,2017-10-18 00:34:52,1.259,29.785090000000004,-95.62095,Houston,Harris,63.0,67.0,10.0,0.0,0.0,Clear
A-7672596,2,2017-10-17 18:38:39,2017-10-18 00:38:39,0.331,29.59657,-95.41453,Houston,Harris,73.4,31.0,10.0,5.8,0.0,Clear
A-7672597,3,2017-10-17 18:45:24,2017-10-18 00:45:24,0.653,29.74257,-95.45768,Houston,Harris,71.6,33.0,10.0,6.9,0.0,Clear
A-7672601,3,2017-10-17 19:58:08,2017-10-18 01:58:08,0.847,29.69173,-95.28362,Houston,Harris,66.9,49.0,10.0,0.0,0.0,Clear
A-7672602,3,2017-10-17 20:28:52,2017-10-18 02:28:52,0.69,29.77766,-95.41073,Houston,Harris,69.8,38.0,10.0,0.0,0.0,Clear
A-7672603,2,2017-10-17 20:32:37,2017-10-18 02:32:37,0.064,29.68826,-95.45886,Houston,Harris,69.8,38.0,10.0,0.0,0.0,Clear
A-7673033,2,2017-10-18 05:59:37,2017-10-18 11:59:37,0.25,29.7084,-95.30525,Houston,Harris,57.9,75.0,10.0,4.6,0.0,Clear
A-7673038,2,2017-10-18 06:37:08,2017-10-18 12:37:08,0.319,29.80922,-95.32456,Houston,Harris,62.6,55.0,10.0,6.9,0.0,Clear
A-7673039,2,2017-10-18 06:56:39,2017-10-18 12:56:39,0.754,29.78476,-95.66375,Houston,Harris,52.0,97.0,9.0,0.0,0.0,Clear
A-7673040,2,2017-10-18 06:56:39,2017-10-18 12:56:39,0.246,29.8148,-95.375511,Houston,Harris,62.6,59.0,10.0,6.9,0.0,Clear
A-7673041,2,2017-10-18 07:15:24,2017-10-18 13:15:24,0.319,29.80922,-95.32456,Houston,Harris,62.6,55.0,10.0,6.9,0.0,Clear
A-7673042,2,2017-10-18 07:14:39,2017-10-18 13:14:39,0.7070000000000001,29.60064,-95.2504,Houston,Harris,57.9,75.0,10.0,0.0,0.0,Clear
A-7673044,3,2017-10-18 07:19:09,2017-10-18 13:19:09,0.312,29.738631,-95.352002,Houston,Harris,62.6,55.0,10.0,6.9,0.0,Clear
A-7673045,2,2017-10-18 08:15:24,2017-10-18 14:15:24,0.019,29.775569,-95.263203,Houston,Harris,60.1,72.0,10.0,0.0,0.0,Clear
A-7673047,2,2017-10-18 08:22:52,2017-10-18 14:22:52,0.687,29.67669,-95.38158,Houston,Harris,62.6,59.0,10.0,0.0,0.0,Clear
A-7673059,2,2017-10-18 11:58:09,2017-10-18 17:58:09,0.73,29.721579,-95.26601,Houston,Harris,80.1,48.0,10.0,0.0,0.0,Partly Cloudy
A-7673061,2,2017-10-18 12:02:38,2017-10-18 18:02:38,0.149,29.828570000000006,-95.38105,Houston,Harris,77.0,47.0,10.0,0.0,0.0,Clear
A-7673062,2,2017-10-18 12:37:52,2017-10-18 18:37:52,0.149,29.828570000000006,-95.38105,Houston,Harris,80.6,42.0,10.0,0.0,0.0,Clear
A-7673063,2,2017-10-18 12:46:09,2017-10-18 18:46:09,0.254,29.840009,-95.38902,Houston,Harris,80.6,39.0,10.0,0.0,0.0,Clear
A-7673064,2,2017-10-18 13:28:52,2017-10-18 19:28:52,0.0,29.833038,-95.384088,Houston,Harris,82.4,37.0,10.0,0.0,0.0,Clear
A-7673065,2,2017-10-18 14:22:52,2017-10-18 20:22:52,1.146,29.74114,-95.4583,Houston,Harris,84.2,35.0,10.0,0.0,0.0,Clear
A-7673067,2,2017-10-18 14:31:09,2017-10-18 20:31:09,0.513,29.77378,-95.36763,Houston,Harris,84.2,37.0,10.0,5.8,0.0,Clear
A-7673074,2,2017-10-18 18:19:10,2017-10-19 00:19:10,1.077,29.60019,-95.34599,Houston,Harris,80.1,50.0,10.0,6.9,0.0,Scattered Clouds
A-7673080,3,2017-10-18 22:31:07,2017-10-19 04:31:07,1.219,29.693140000000003,-95.52563,Houston,Harris,69.8,83.0,10.0,8.1,0.0,Clear
A-7673081,3,2017-10-18 22:32:37,2017-10-19 04:32:37,1.09,29.73074,-95.40728,Houston,Harris,69.8,83.0,10.0,8.1,0.0,Clear
A-7673510,2,2017-10-19 05:55:52,2017-10-19 11:55:52,0.246,29.8148,-95.375511,Houston,Harris,68.0,83.0,10.0,4.6,0.0,Partly Cloudy
A-7673511,2,2017-10-19 06:08:37,2017-10-19 12:08:37,0.094,29.813951,-95.369089,Houston,Harris,68.0,83.0,10.0,3.5,0.0,Mostly Cloudy
A-7673513,2,2017-10-19 06:24:22,2017-10-19 12:24:22,0.926,29.68089,-95.37319,Houston,Harris,68.0,83.0,10.0,3.5,0.0,Mostly Cloudy
A-7673515,2,2017-10-19 06:25:30,2017-10-19 12:26:38,0.926,29.68089,-95.37319,Houston,Harris,68.0,83.0,10.0,4.6,0.0,Mostly Cloudy
A-7673518,2,2017-10-19 06:26:38,2017-10-19 12:46:08,0.926,29.68089,-95.37319,Houston,Harris,68.0,83.0,10.0,4.6,0.0,Mostly Cloudy
A-7673526,2,2017-10-19 08:21:24,2017-10-19 14:21:24,0.63,29.81101,-95.4358,Houston,Harris,68.0,83.0,9.0,8.1,0.0,Scattered Clouds
A-7673527,2,2017-10-19 08:59:39,2017-10-19 14:59:39,0.636,29.81157,-95.34702,Houston,Harris,69.8,78.0,9.0,4.6,0.0,Clear
A-7673529,2,2017-10-19 09:28:52,2017-10-19 15:28:52,0.42,29.78423,-95.53878,Houston,Harris,73.4,73.0,10.0,6.9,0.0,Clear
A-7673540,2,2017-10-19 11:53:38,2017-10-19 17:53:38,0.162,29.828570000000006,-95.38091,Houston,Harris,82.4,48.0,10.0,6.9,0.0,Partly Cloudy
A-7673551,3,2017-10-19 14:43:52,2017-10-19 20:43:52,0.155,29.75181,-95.45576,Houston,Harris,84.2,45.0,10.0,9.2,0.0,Partly Cloudy
A-7673552,2,2017-10-19 14:47:40,2017-10-19 20:47:40,0.7859999999999999,29.80177,-95.33963,Houston,Harris,82.4,48.0,10.0,12.7,0.0,Clear
A-7673554,2,2017-10-19 15:39:25,2017-10-19 21:39:25,0.624,29.68424000000001,-95.27658,Houston,Harris,81.0,56.0,10.0,10.4,0.0,Mostly Cloudy
A-7673558,3,2017-10-19 17:00:28,2017-10-19 23:00:28,0.636,29.81157,-95.34702,Houston,Harris,78.8,54.0,10.0,12.7,0.0,Overcast
A-7673559,3,2017-10-19 17:39:27,2017-10-19 23:39:27,1.067,29.60093,-95.1995,Houston,Harris,78.1,56.0,10.0,11.5,0.0,Overcast
A-7673560,3,2017-10-19 17:51:27,2017-10-19 23:51:27,0.57,29.7329,-95.45993,Houston,Harris,77.0,57.0,10.0,10.4,0.0,Clear
A-7673564,3,2017-10-19 23:37:07,2017-10-20 05:37:07,0.403,29.71396,-95.31375,Houston,Harris,73.4,69.0,10.0,0.0,0.0,Clear
A-7673985,3,2017-10-20 05:37:07,2017-10-20 11:37:07,0.384,29.72576,-95.47233,Houston,Harris,69.8,94.0,1.5,9.2,0.0,Overcast
A-7673986,2,2017-10-20 05:31:52,2017-10-20 11:31:52,1.082,29.58921,-95.18701,Houston,Harris,73.9,91.0,2.0,6.9,0.55,Heavy Thunderstorms and Rain
A-7673987,3,2017-10-20 05:42:22,2017-10-20 11:42:22,0.64,29.69416,-95.52487,Houston,Harris,69.8,94.0,1.5,9.2,0.0,Overcast
A-7673989,2,2017-10-20 05:51:22,2017-10-20 11:51:22,0.914,29.92715,-95.55086,Houston,Harris,70.0,90.0,10.0,6.9,0.0,Overcast
A-7673990,3,2017-10-20 05:51:22,2017-10-20 11:51:22,1.011,29.67781,-95.42791,Houston,Harris,71.6,94.0,2.5,13.8,0.55,Overcast
A-7673991,2,2017-10-20 06:07:52,2017-10-20 12:07:52,0.614,29.68541,-95.38042,Houston,Harris,71.6,94.0,7.0,13.8,0.0,Mostly Cloudy
A-7673992,2,2017-10-20 06:13:07,2017-10-20 12:13:07,1.533,29.60095,-95.21922,Houston,Harris,71.6,100.0,7.0,11.5,0.0,Light Rain
A-7673997,2,2017-10-20 06:28:07,2017-10-20 12:28:07,1.012,29.8601,-95.18723,Houston,Harris,70.0,97.0,8.0,10.4,0.01,Thunderstorm
A-7674000,3,2017-10-20 06:54:23,2017-10-20 12:54:23,0.767,29.84751,-95.3941,Houston,Harris,71.1,96.0,9.0,3.5,0.01,Thunderstorm
A-7674004,3,2017-10-20 07:01:08,2017-10-20 13:01:08,0.413,29.783490000000004,-95.47476,Houston,Harris,69.8,94.0,10.0,8.1,0.01,Partly Cloudy
A-7674006,2,2017-10-20 07:22:08,2017-10-20 13:22:08,1.334,29.93713,-95.498932,Houston,Harris,70.0,100.0,10.0,9.2,0.0,Mostly Cloudy
A-7674011,2,2017-10-20 08:07:09,2017-10-20 14:07:09,0.759,29.721740000000004,-95.51332,Houston,Harris,69.8,94.0,10.0,0.0,0.0,Mostly Cloudy
A-7674012,4,2017-10-20 08:08:39,2017-10-20 14:08:39,0.614,29.68541,-95.38042,Houston,Harris,69.8,94.0,10.0,0.0,0.0,Mostly Cloudy
A-7674015,3,2017-10-20 08:43:08,2017-10-20 14:43:08,0.759,29.86778,-95.40685,Houston,Harris,73.0,96.0,10.0,9.2,0.0,Mostly Cloudy
A-7674019,3,2017-10-20 09:46:52,2017-10-20 15:46:52,0.34,29.66917,-95.2622,Houston,Harris,78.8,83.0,10.0,8.1,0.0,Scattered Clouds
A-7674024,3,2017-10-20 11:51:24,2017-10-20 17:51:24,0.759,29.8553,-95.33385,Houston,Harris,79.0,77.0,10.0,11.5,0.0,Mostly Cloudy
A-7674026,3,2017-10-20 15:23:41,2017-10-20 21:23:41,1.023,29.72523,-95.46022,Houston,Harris,77.0,78.0,10.0,8.1,0.0,Scattered Clouds
